0.291826309,0.391443167,0.523627075,0.276500639,2.068326948,13.05683269,8.646232439,5.098339719
0.607661823,0.632760898,0.562747688,0.484147952,1.885733157,11.34940555,10.83619551,6.830911493
0.469895288,0.75065445,1.514397906,0.454188482,1.423429319,9.431282723,11.28403141,6.123036649
0.207051282,0.142948718,0.736538462,0.355128205,1.019871795,8.208333333,8.469230769,3.534615385
0.152564103,0.13525641,0.385897436,0.212179487,0.991025641,8.226923077,7.562179487,4.165384615
0.196794872,0.343589744,0.650641026,0.521153846,1.119230769,8.070512821,6.501282051,2.334615385
0.276077886,0.146731572,0.244784423,0.383171071,0.506954103,5.326842837,7.172461752,4.077885953
0.019920319,0.014608234,0.179946879,0.333333333,0.813413015,6.306108898,3.679946879,1.964807437
0.188471503,0.156088083,0.276554404,0.356865285,0.777202073,7.071891192,7.82253886,3.920336788
0.085054678,0.106318348,0.416160389,0.52308627,0.67253949,5.573511543,7.430741191,3.843863913
0.10240113,0.100988701,0.106638418,0.307909605,0.61299435,4.84039548,6.336158192,3.216101695
0.136671177,0.103518268,0.268606225,0.290257104,0.765899865,5.765899865,7.773342355,3.718538566
0.133821571,0.190412783,0.137816245,0.208388815,0.703062583,6.894141145,7.649134487,4.312250333
0.398976982,0.354859335,0.668797954,0.452685422,0.739769821,5.579283887,5.390025575,2.375959079
0.196990424,0.348837209,0.316689466,0.147058824,0.573187415,5.47879617,6.124487004,1.692886457
0.139300135,0.063257066,0.094212651,0.273889637,0.798115747,4.823687752,2.365410498,0.607671602
0.156634747,0.125170999,0.330369357,0.734610123,1.155266758,5.483584131,4.735978112,2.019835841
0.176066025,0.089408528,0.205639615,0.22696011,0.735900963,5.362448418,3.640990371,1.097661623
0.059840426,0.044547872,0.248005319,0.248670213,0.549202128,3.823803191,1.248670213,0.390957447
0.153685675,0.102920723,0.433936022,0.354659249,0.61821975,5.129346314,4.389429764,1.689151599
0.075822604,0.072961373,0.10658083,0.590128755,0.8490701,5.291845494,2.545064378,1.293276109
0.049457995,0.558943089,0.663279133,0.422086721,0.982384824,5.68699187,5.497289973,2.002710027
0.04739011,0.157967033,0.417582418,0.24793956,0.326923077,3.087225275,4.005494505,1.459478022
0.079591837,0.453741497,0.691836735,0.171428571,0.755782313,4.524489796,2.453061224,0.736054422
0.072164948,0.449742268,0.216494845,0.117268041,0.523195876,3.980025773,3.326030928,1.078608247
0,0.485436893,0.264216366,0.194868239,0.378640777,3.556865465,3.360610264,1.349514563
0.062580645,0.582580645,0.296129032,0.128387097,0.409032258,2.945806452,1.762580645,0.532903226
0.186314363,0.573170732,0.269647696,0.207317073,0.701219512,4.905149051,5.058943089,2.653794038
0.370344828,0.704137931,0.391034483,0.237241379,0.547586207,3.486896552,3.355862069,1.990344828
0.184248555,0.617052023,0.944364162,0.171965318,0.695086705,5.570809249,5.387283237,2.669075145
