0,-3,0,-1,-1,-1,-1,0,
0,-1,-1,0,-1,0,-1,0,
-1,-1,0,-1,-1,0,-1,1,
-1,-3,-1,1,1,-2,-1,-2,
-1,-3,-2,-1,0,0,-2,-2,
0,-1,-1,-1,0,-1,-1,-3,
-1,-1,0,-2,-3,-2,-3,-3,
0,-3,-1,-1,-3,-2,-1,-2,
-3,-3,-2,-1,-1,-3,-3,-3,
-1,-3,-3,-2,-1,-2,-2,-1,
-2,-2,-2,-2,0,-2,-1,-2,
-3,-3,-3,-1,0,-2,-2,0,
-1,-3,-1,0,-2,0,-1,-1,
-3,-1,-3,0,-2,-1,-3,-1,
-1,-1,-1,0,-2,-1,-2,0,
-2,-2,-2,-1,-3,-2,-3,-1,
-1,-1,2,-1,-2,0,0,-1,
-1,0,0,0,-1,0,0,-2,
1,-1,-3,0,-1,0,0,-1,
-1,-2,-2,0,0,0,-1,-1,
0,-1,-1,0,0,-2,-1,-1,
0,0,-1,-3,-2,-1,-1,-1,
0,0,0,0,-1,-2,-2,0,
-1,-2,-4,-3,-1,0,-1,-1,
-2,1,1,-1,-3,-2,-1,0,
0,-1,-1,-2,-1,0,-1,-1,
-1,-3,-1,-2,-1,-2,-2,0,
-1,1,-3,0,-1,-2,-2,-1,
-1,-2,-1,-1,2,-1,-1,-1,
-1,-2,-2,-1,-2,1,-1,-1,
-2,-3,-2,-1,0,-1,1,-1,
-2,0,0,-1,-3,0,0,-2,
-2,0,-1,0,0,-1,-1,0,
-2,-2,-3,-1,-1,-2,0,-2,
-2,-2,0,-2,0,1,0,-1,
-1,-1,0,-1,-1,-2,-1,-1,
-2,1,-4,-1,0,0,0,0,
0,0,-2,-1,0,1,-2,0,
-1,-1,-3,0,-3,-1,-1,-3,
-1,1,-1,-1,-1,0,-1,0,
0,-1,4,0,-1,0,-1,0,
-3,0,-2,-1,0,-2,-2,0,
-1,-1,-1,1,-1,-1,0,1,
1,-1,-1,-1,0,0,0,0,
0,-3,-2,-1,0,-1,0,-1,
-2,-2,0,-1,-2,-1,0,-1,
0,0,0,-2,-1,-3,0,-1,
-2,-2,-2,-2,0,1,-1,-1,
0,-2,-2,-1,-2,-2,-1,-2,
0,-2,-2,0,1,-1,-1,-2,
2,-1,-1,0,-2,0,-2,-1,
-2,-1,-3,0,0,-1,-1,-1,
-1,-1,-1,-3,-1,1,-1,-3,
-1,0,3,0,-1,-3,-1,-1,
0,-2,-1,-1,0,0,-1,0,
-1,-2,-1,-1,-1,0,1,-1,
-2,1,0,-1,-1,1,-1,-1,
0,0,-2,-2,0,-1,0,-2,
-1,-2,-1,-1,-2,-2,0,0,
0,-3,-3,-2,0,-2,-2,-1,
-1,-2,3,-1,-1,0,-1,1,
-1,-2,-1,1,-1,0,1,-1,
-1,-1,-3,2,0,1,-2,-2,
0,0,0,0,-2,-1,0,-1,
0,1,-1,0,-1,-3,-1,-2,
-1,-1,0,-1,-2,1,-1,0,
0,0,1,1,0,0,0,-2,
-1,-1,-3,-2,-1,0,-2,0,
-1,1,-3,-1,-1,0,-1,0,
-1,1,-3,-2,-1,-1,-1,0,
-1,-1,-2,-2,-2,-1,0,-1,
-2,-1,0,0,-1,-1,0,-2,
-1,-2,-3,1,-2,-1,-2,-2,
-1,-1,-1,0,-2,-1,-2,-1,
-2,-2,0,-1,0,-2,0,0,
0,0,1,-1,-2,-1,-1,0,
-1,-2,-1,-2,-1,0,-3,-1,
-1,-2,0,-1,-1,-1,0,-1,
-1,-1,-2,-2,1,-1,-3,-2,
0,0,-1,1,0,-1,0,0,
-1,-3,0,-1,-1,-2,1,-1,
0,-1,0,-1,-1,-1,0,-2,
0,0,-1,-1,0,-1,-1,1,
1,-2,-2,-2,0,-2,-1,-1,
-1,1,-1,-1,0,1,0,-1,
-1,0,2,0,-1,1,-1,-1,
-2,-3,-3,-2,0,-1,-2,-1,
-4,-1,3,-1,-2,-2,-1,0,
0,1,1,0,-1,1,-1,-1,
0,1,-2,-1,0,-1,-1,-1,
-2,1,-2,1,-1,0,0,1,
-1,-1,-2,0,-1,-1,-1,0,
-1,-4,-2,-1,0,-1,-1,0,
0,-2,-2,0,0,-2,-1,-1,
0,-1,-1,-2,-2,-1,-1,-2,
0,0,-3,-2,-1,-2,-1,-2,
-1,0,-1,0,-1,-2,0,-1,
0,-3,-2,-2,1,1,-2,-1,
-1,0,-1,-1,-1,0,-2,-1,
-2,0,0,-1,0,0,-1,-2,
-1,-1,1,-2,-2,-1,-2,-1,
0,-1,0,-1,0,-1,-2,2,
1,0,-1,0,-2,-1,-1,0,
0,0,0,0,0,0,0,0,
0,-2,-5,0,-2,-1,-1,0,
-1,0,-1,0,1,-1,0,-1,
0,-1,4,0,0,0,0,-2,
0,-3,-4,0,-1,-1,-1,1,
-1,2,-1,-3,-1,0,-1,-3,
0,-2,-2,1,-2,0,-2,0,
0,-1,0,-1,-2,-1,-1,0,
-1,0,0,-1,-1,0,-3,-2,
0,-3,0,1,-1,-1,-1,-1,
0,1,-1,-2,-1,-2,0,-2,
-1,0,0,-2,0,-2,0,-1,
-2,-2,0,-2,0,0,-1,-1,
-2,-3,-1,0,-1,-1,-2,0,
-1,1,1,0,-1,-1,-1,-1,
-1,0,0,-1,-1,-2,-2,-1,
0,0,-1,-3,-2,-2,0,-1,
0,1,-1,-1,-1,-1,-1,-2,
-1,-2,-1,0,2,1,0,-1,
-2,0,-1,0,0,-1,-1,-2,
0,-2,-1,-1,0,1,-1,0,
1,-1,-1,-1,-1,0,0,-1,
-2,-1,-2,-1,-3,-3,0,-1,
0,0,-3,-1,0,-1,-1,0,
0,0,-1,-1,-1,1,1,-1,
0,0,-1,-1,-1,-1,-1,1,
1,-2,-2,-1,1,-5,-4,0,
-1,-2,-2,-1,0,2,0,-1,
-1,-2,-1,0,0,1,1,-1,
-2,1,0,0,1,2,-1,0,
1,0,-1,-1,-1,-2,-1,0,
-1,-3,-3,-2,-1,-1,-2,-3,
1,0,0,0,-2,-2,0,-4,
-2,1,-2,-1,-2,-1,0,0,
-1,-1,-1,1,-3,0,0,-1,
-1,1,0,-1,-2,-1,0,-1,
0,-2,-2,-1,-1,-1,-1,1,
-1,-3,-1,-2,0,-1,0,-2,
-2,-2,-1,-1,0,0,0,-1,
0,-1,-2,-1,0,-1,-1,-1,
-2,0,-2,-2,-1,-2,-2,-1,
-2,-1,-1,-1,0,-1,-1,-1,
-1,0,1,-1,-1,1,-3,0,
-1,0,0,1,2,2,2,1,
-2,-1,1,1,1,-1,-3,-1,
-2,-2,-4,-3,-2,-4,-2,-2,
-2,-2,-1,-3,-3,-2,-1,-1,
-3,-1,-4,0,-2,0,-3,-2,
0,1,0,1,0,-3,1,0,
0,-1,-2,-2,-1,-3,-1,-1,
-1,-1,-2,-2,-2,0,1,-2,
0,-1,-1,-5,-5,0,1,0,
-3,1,-7,-6,-8,-4,-3,-1,
-3,-13,6,4,2,-2,-2,-3,
1,-4,-1,2,6,2,1,1,
3,12,5,10,5,0,1,0,
1,12,-4,-12,-7,-2,-1,-3,
-4,-3,-11,-11,-11,-6,-5,-4,
-3,-10,-12,-2,-5,-8,-7,-3,
-1,-16,2,2,-3,1,4,-2,
1,24,17,4,2,-4,-7,-4,
0,10,1,-1,1,1,1,0,
5,7,11,9,2,8,10,3,
0,2,-3,-9,-6,-3,2,0,
2,9,-3,-2,1,7,5,2,
-2,-38,-18,-2,0,1,-3,-1,
5,-19,-7,-9,-8,-3,-4,-4,
-7,5,-8,-7,-8,-17,-14,-5,
-1,-5,28,23,11,14,10,3,
2,2,-8,38,29,4,3,3,
1,20,9,-19,1,10,5,-1,
-1,-6,-3,-12,-13,-12,-5,-4,
10,21,-18,-36,-21,-3,0,-1,
0,-12,-3,7,-4,-14,-6,2,
-28,-25,14,14,5,11,0,-13,
6,17,-1,19,16,8,11,4,
-8,-24,-31,-18,-12,-8,-10,-1,
13,20,-16,-11,-4,6,4,3,
7,9,44,-11,-4,-5,-8,-4,
-3,5,33,38,8,3,-4,2,
0,-12,-16,10,12,-3,1,-2,
-1,-6,-44,-27,-8,-3,-9,-1,
-3,0,-14,-6,2,-2,8,2,
-2,-7,9,4,-11,-5,-3,-2,
0,-7,13,11,9,0,1,1,
-3,7,15,-17,-13,3,1,-1,
-8,-1,-16,-2,-4,8,10,-1,
0,-1,-12,-37,-22,-17,-12,-4,
-8,-9,-5,-14,-12,-10,-5,-5,
0,4,11,37,48,28,16,4,
9,14,31,23,7,0,-3,1,
-3,-10,-28,-21,-14,-6,-4,-1,
-4,-15,-16,-15,-19,-20,-7,-5,
-4,3,21,-26,-30,-9,-8,-5,
7,10,12,27,15,-6,-1,7,
-6,-14,-26,-3,12,3,-1,-2,
-7,-8,5,-3,-5,6,5,-2,
-1,4,10,-16,-17,-37,-6,0,
4,4,-11,15,-10,13,6,0,
-1,-1,-1,-5,24,1,0,-3,
9,10,28,36,36,33,7,9,
-2,-12,-31,10,8,4,-11,-8,
-7,-8,-1,-54,-51,-36,-18,-7,
3,10,6,9,0,-7,-5,2,
5,2,8,40,42,29,33,7,
-1,6,7,-7,-18,-31,-15,3,
-15,-20,-35,-39,-34,-22,-10,-15,
-3,3,-4,-34,-37,20,2,0,
6,10,28,57,52,47,15,2,
9,16,26,49,77,27,6,6,
5,-2,-19,4,-3,-16,-7,2,
-8,-11,7,-5,-10,-15,-3,-5,
-15,-23,-37,-61,-81,-80,-43,-14,
-6,-6,-1,-31,-59,24,17,-7,
10,11,9,36,73,38,8,8,
8,8,18,59,70,29,13,5,
0,-4,-9,-22,-29,-29,-16,-3,
-10,-11,-8,-23,-29,15,11,-7,
-5,1,-17,-31,-37,-26,-26,-2,
-5,-5,-2,4,9,10,-9,-2,
3,0,-13,-1,-2,-10,2,2,
-3,-3,6,-6,-5,-24,-14,-2,
-2,7,18,11,6,11,9,-4,
0,-3,-5,-23,-24,-8,17,2,
-2,6,27,36,41,17,-12,-5,
-1,-5,-7,-20,-19,1,5,-1,
1,-7,-4,10,11,9,16,6,
1,-7,-23,-7,-10,-28,-26,-3,
5,-6,-6,-16,-31,10,20,6,
0,-3,9,32,49,5,-1,0,
4,17,15,33,26,7,6,0,
-3,-14,5,-20,-28,-5,-25,-8,
-14,-26,-36,-19,-8,9,5,-4,
0,2,-3,-11,-22,-36,-15,-1,
3,1,-19,-4,-3,-16,10,6,
-3,14,35,10,0,-11,-3,-4,
-3,-8,-22,-23,-17,53,24,-5,
-2,4,28,1,9,3,1,1,
2,-2,-11,21,36,21,5,1,
6,7,1,11,-4,-24,9,5,
-6,5,-2,-3,-18,-49,-30,-7,
-15,-2,-18,-71,-76,-5,3,-10,
10,12,6,21,37,23,-4,5,
1,3,4,23,34,35,17,0,
