1.781306793,1.781306793,3.162139113,5299,1.689346683,1.689346683,2.840377005,4766,2.2427528,2.2427528,4.99891864,8400,2.397353831,2.397353831,5.712619339,9598,3.834214079,3.834214079,14.46935093,24551,12.44754262,12.44754262,135.8833695,258752,10.39060492,10.39060492,95.73844319,180301,11.84030466,11.84030466,124.6389196,234122
2.7493589,2.7493589,7.496046118,11792,2.270349572,2.270349572,5.123451506,8041,5.055017817,5.055017817,25.1325303,39863,5.147752808,5.147752808,26.17660853,41339,5.426194776,5.426194776,28.59558889,45932,15.77607731,15.77607731,213.9693031,388260,10.64057305,10.64057305,100.738427,176626,12.81935636,12.81935636,143.8071676,256364
2.035400978,2.035400978,4.111534505,7598,2.274748779,2.274748779,5.153312499,9490,3.828023285,3.828023285,14.48676036,26875,4.508624959,4.508624959,20.04665258,37281,6.019008421,6.019008421,35.21135091,66443,15.33195037,15.33195037,201.050815,431116,10.36282888,10.36282888,95.3386092,196950,12.3825122,12.3825122,135.084291,281201
1.61245155,1.61245155,2.589687647,4498,0.732798894,0.732798894,0.536686648,929,2.201024459,2.201024459,4.835868573,8381,2.961116021,2.961116021,8.716806133,15169,5.618147721,5.618147721,30.74830551,54605,15.76597272,15.76597272,213.5374522,430019,9.421166674,9.421166674,80.10047707,153552,10.76273275,10.76273275,104.9382954,200397
2.383046698,2.383046698,5.635948375,8348,2.340998101,2.340998101,5.428564019,8056,3.531009376,3.531009376,12.2985047,18328,4.007051607,4.007051607,15.77618214,23603,6.575412871,6.575412871,41.51362397,63557,17.12566598,17.12566598,248.5219081,431134,13.77891518,13.77891518,164.2991604,279092,12.79694904,12.79694904,142.4603252,240730
1.802415407,1.802415407,3.240145397,5003,2.515148907,2.515148907,6.26590888,9742,3.746340205,3.746340205,13.81562661,21614,5.520269615,5.520269615,29.72306988,46929,7.061326905,7.061326905,47.3496806,76788,13.19902594,13.19902594,152.6728032,268290,10.0810353,10.0810353,92.38872602,156506,7.863610089,7.863610089,58.42532257,95228
1.696410072,1.696410072,2.862767071,4357,2.653603517,2.653603517,6.98421911,10661,4.103595743,4.103595743,16.60833106,25495,4.761969554,4.761969554,22.28901611,34332,6.183937518,6.183937518,36.74467648,57897,14.62998044,14.62998044,180.9450587,324051,9.844665421,9.844665421,87.97157921,146733,7.953879606,7.953879606,59.36656943,95782
2.229648702,2.229648702,4.946630643,7457,4.166453328,4.166453328,17.10241094,26039,6.705520114,6.705520114,43.70869469,67446,3.525715057,3.525715057,12.24287481,18646,5.42678542,5.42678542,28.26323816,44175,14.227696,14.227696,175.5944545,303641,11.83649723,11.83649723,124.3239155,210154,10.94614087,10.94614087,108.9433538,179727
1.444433257,1.444433257,2.085406831,3188,2.490163896,2.490163896,6.154554408,9475,4.531593573,4.531593573,20.03019986,31378,4.46342026,4.46342026,19.60852945,30441,5.336025444,5.336025444,27.47141634,43507,11.76381888,11.76381888,120.780271,211456,10.56319799,10.56319799,100.3135327,170496,8.097572515,8.097572515,61.42017507,100192
1.47203091,1.47203091,2.158839509,3467,6.305949572,6.305949572,38.97485303,63624,1.509759915,1.509759915,2.270918934,3647,0.707106781,0.707106781,0.499687305,800,2.109057847,2.109057847,4.418261023,7117,13.16458317,13.16458317,150.0711445,277290,12.18936524,12.18936524,130.8592867,237729,7.548592584,7.548592584,53.96995622,91170
